card_id,set_id,market_price_usd
pl3-67,pl3,49.97
pl3-68,pl3,56.88
pl3-69,pl3,4.35
pl3-70,pl3,146.42
pl3-71,pl3,15.38
pl3-72,pl3,117.98
dc1-32,dc1,116.81
pl3-73,pl3,112.93
pl3-74,pl3,41.76
pl3-75,pl3,91.08
pl3-76,pl3,80.48
pl3-77,pl3,44.88
pl3-78,pl3,67.38
pl3-79,pl3,127.72
pl3-80,pl3,112.47
pl3-81,pl3,137.14
pl3-82,pl3,146.5
pl3-83,pl3,10.58
pl3-84,pl3,148.41
pl3-85,pl3,47.78
pl3-86,pl3,3.77
pl3-87,pl3,46.98
pl3-88,pl3,149.4
pl3-89,pl3,95.89
pl3-90,pl3,62.91
pl3-91,pl3,90.22
pl3-92,pl3,26.75
pl3-93,pl3,14.5
pl3-94,pl3,30.88
pl3-95,pl3,92.42
pl3-96,pl3,91.71
pl3-97,pl3,123.96
pl3-98,pl3,15.54
pl3-99,pl3,117.23
pl3-100,pl3,131.81
pl3-101,pl3,61.54
pl3-102,pl3,128.74
pl3-103,pl3,134.24
pl3-104,pl3,26.8
pl3-105,pl3,21.04
pl3-106,pl3,146.63
pl3-107,pl3,136.65
pl3-108,pl3,83.91
pl3-109,pl3,59.27
pl3-110,pl3,138.09
pl3-111,pl3,141.58
pl3-112,pl3,45.5
pl3-113,pl3,49.25
pl3-114,pl3,93.07
pl3-115,pl3,38.11
pl3-116,pl3,118.27
pl3-117,pl3,134.56
pl3-118,pl3,6.46
pl3-119,pl3,41.58
pl3-120,pl3,57.21
pl3-121,pl3,17.79
pl3-122,pl3,121.33
pl3-123,pl3,136.25
pl3-124,pl3,27.81
pl3-125,pl3,40.88
pl3-126,pl3,145.95
pl3-127,pl3,99.19
pl3-128,pl3,67.23
pl3-129,pl3,3.28
pl3-130,pl3,22.42
pl3-131,pl3,122.74
pl3-132,pl3,25.81
pl3-133,pl3,26.39
pl3-134,pl3,91.74
pl3-135,pl3,92.96
pl3-136,pl3,136.51
pl3-137,pl3,94.26
pl3-138,pl3,136.27
pl3-139,pl3,67.71
pl3-140,pl3,93.54
pl3-141,pl3,112.57
pl3-142,pl3,41.83
pl3-143,pl3,40.12
pl3-144,pl3,128.3
pl3-145,pl3,75.4
pl3-146,pl3,138.89
pl3-147,pl3,10.09
pl3-148,pl3,140.44
pl3-149,pl3,55.52
pl3-150,pl3,66.93
pl3-SH7,pl3,12.77
pl3-SH8,pl3,16.93
pl3-SH9,pl3,97.93
dc1-15,dc1,125.3
dc1-16,dc1,16.14
dc1-17,dc1,53.48
dc1-18,dc1,1.37
dc1-19,dc1,76.18
dc1-20,dc1,61.48
dc1-21,dc1,50.53
dc1-22,dc1,21.29
dc1-23,dc1,120.85
dc1-24,dc1,77.61
dc1-25,dc1,77.07
dc1-26,dc1,25.28
dc1-27,dc1,85.71
dc1-28,dc1,95.05
dc1-29,dc1,95.86
dc1-30,dc1,29.44
dc1-31,dc1,40.72
dc1-33,dc1,70.79
dc1-34,dc1,39.86
hgss2-14,hgss2,48.35
hgss2-15,hgss2,74.09
hgss2-16,hgss2,38.48
hgss2-17,hgss2,119.88
hgss2-18,hgss2,75.21
hgss2-19,hgss2,88.24
hgss2-20,hgss2,60.9
hgss2-21,hgss2,134.29
hgss2-22,hgss2,120.48
hgss2-23,hgss2,110.2
hgss2-24,hgss2,121.6
hgss2-25,hgss2,94.55
hgss2-26,hgss2,75.93
hgss2-27,hgss2,82.42
hgss2-28,hgss2,8.31
hgss2-29,hgss2,76.92
hgss2-30,hgss2,47.26
hgss2-31,hgss2,115.27
hgss2-32,hgss2,10.6
hgss2-33,hgss2,26.95
hgss2-34,hgss2,87.43
hgss2-35,hgss2,16.48
hgss2-36,hgss2,40.29
hgss2-37,hgss2,57.49
hgss2-38,hgss2,127.5
hgss2-39,hgss2,129.46
hgss2-40,hgss2,1.14
hgss2-41,hgss2,19.3
hgss2-42,hgss2,31.62
hgss2-43,hgss2,16.97
hgss2-44,hgss2,48.09
hgss2-45,hgss2,124.78
hgss2-46,hgss2,68.0
hgss2-47,hgss2,127.18
hgss2-48,hgss2,52.55
hgss2-49,hgss2,101.46
hgss2-50,hgss2,2.68
hgss2-51,hgss2,124.04
hgss2-52,hgss2,3.02
hgss2-53,hgss2,20.98
ex16-54,ex16,100.69
hgss2-54,hgss2,31.86
hgss2-55,hgss2,78.33
hgss2-56,hgss2,105.87
hgss2-57,hgss2,52.51
hgss2-58,hgss2,40.87
hgss2-59,hgss2,71.29
hgss2-60,hgss2,84.29
hgss2-61,hgss2,29.64
hgss2-62,hgss2,143.28
hgss2-63,hgss2,48.18
hgss2-64,hgss2,51.87
hgss2-65,hgss2,80.95
hgss2-66,hgss2,63.23
hgss2-67,hgss2,135.0
hgss2-68,hgss2,88.9
hgss2-69,hgss2,89.05
hgss2-70,hgss2,110.13
hgss2-71,hgss2,32.54
hgss2-72,hgss2,82.15
hgss2-73,hgss2,145.72
hgss2-74,hgss2,29.97
hgss2-75,hgss2,52.77
hgss2-76,hgss2,121.39
hgss2-77,hgss2,26.08
hgss2-78,hgss2,85.23
hgss2-79,hgss2,100.54
hgss2-80,hgss2,128.83
hgss2-81,hgss2,68.01
hgss2-82,hgss2,40.93
hgss2-83,hgss2,121.49
hgss2-84,hgss2,141.96
hgss2-85,hgss2,73.67
hgss2-86,hgss2,38.98
hgss2-87,hgss2,136.25
hgss2-88,hgss2,56.61
hgss2-89,hgss2,32.52
hgss2-90,hgss2,34.73
hgss2-91,hgss2,54.28
hgss2-92,hgss2,46.07
hgss2-93,hgss2,125.82
hgss2-94,hgss2,23.02
hgss2-95,hgss2,130.95
hgss2-TWO,hgss2,135.22
ex16-31,ex16,120.92
ex16-32,ex16,71.84
ex16-33,ex16,48.34
ex16-34,ex16,100.18
ex16-35,ex16,83.34
ex16-36,ex16,30.73
ex16-37,ex16,98.51
ex16-38,ex16,3.8
ex16-39,ex16,134.28
ex16-40,ex16,27.9
ex16-41,ex16,96.79
ex16-42,ex16,67.12
ex16-43,ex16,44.6
ex16-44,ex16,136.23
ex16-45,ex16,90.11
ex16-46,ex16,15.48
ex16-47,ex16,124.91
ex16-48,ex16,97.23
ex16-49,ex16,33.57
ex16-50,ex16,19.59
ex16-51,ex16,43.93
ex16-55,ex16,42.36
ex16-56,ex16,28.79
ex16-57,ex16,109.27
ex16-58,ex16,14.32
ex16-59,ex16,124.96
ex16-60,ex16,81.47
ex16-61,ex16,122.17
ex16-62,ex16,81.65
ex16-63,ex16,51.3
ex16-64,ex16,101.62
ex16-65,ex16,99.07
ex16-66,ex16,113.95
ex16-67,ex16,74.51
ex16-68,ex16,6.04
ex16-69,ex16,92.16
ex16-70,ex16,60.42
ex16-71,ex16,125.51
ex16-72,ex16,62.59
ex16-73,ex16,44.26
ex16-74,ex16,98.66
ex16-75,ex16,96.22
ex16-76,ex16,34.17
ex16-77,ex16,95.48
ex16-78,ex16,100.78
ex16-79,ex16,57.65
ex16-80,ex16,139.42
ex16-81,ex16,26.26
ex16-82,ex16,15.47
ex16-83,ex16,6.01
ex16-84,ex16,66.6
ex16-85,ex16,147.68
ex16-86,ex16,146.68
ex16-87,ex16,13.37
ex16-88,ex16,102.08
ex16-89,ex16,78.51
ex16-90,ex16,68.85
ex16-91,ex16,39.97
ex16-92,ex16,6.4
ex16-93,ex16,76.5
ex16-94,ex16,99.32
ex16-95,ex16,129.72
ex16-96,ex16,9.91
ex16-97,ex16,74.33
ex16-98,ex16,22.51
ex16-99,ex16,75.86
ex16-100,ex16,147.93
ex16-101,ex16,58.52
ex16-102,ex16,131.09
ex16-103,ex16,86.69
ex16-104,ex16,104.95
ex16-105,ex16,52.77
ex16-106,ex16,144.59
ex16-107,ex16,44.98
ex16-108,ex16,94.54
bw10-15,bw10,128.02
bw10-16,bw10,50.25
bw10-17,bw10,11.08
bw10-18,bw10,4.78
bw10-19,bw10,67.77
bw10-20,bw10,56.17
bw10-21,bw10,11.99
bw10-22,bw10,116.16
bw10-23,bw10,142.45
bw10-24,bw10,100.37
bw10-25,bw10,3.65
bw10-26,bw10,46.42
bw10-27,bw10,131.14
bw10-28,bw10,139.89
bw10-29,bw10,24.37
bw10-30,bw10,17.84
bw10-31,bw10,19.77
bw10-32,bw10,7.28
bw10-33,bw10,60.06
bw10-34,bw10,120.22
bw10-35,bw10,112.2
bw10-36,bw10,118.98
bw10-37,bw10,124.97
bw10-38,bw10,41.1
bw10-39,bw10,63.33
bw10-40,bw10,84.49
bw10-41,bw10,37.98
bw10-42,bw10,1.08
bw10-43,bw10,98.72
bw10-44,bw10,32.17
bw10-45,bw10,131.92
bw10-46,bw10,41.28
bw10-47,bw10,67.93
bw10-48,bw10,61.45
bw10-49,bw10,123.06
bw10-50,bw10,13.93
bw10-51,bw10,114.44
bw10-52,bw10,57.02
bw10-53,bw10,147.64
bw10-54,bw10,35.61
bw10-55,bw10,118.05
bw10-56,bw10,133.72
bw10-57,bw10,43.45
bw10-58,bw10,32.84
bw10-59,bw10,85.51
bw10-60,bw10,84.41
bw10-61,bw10,91.61
bw10-62,bw10,70.55
bw10-63,bw10,115.14
bw10-64,bw10,79.23
bw10-65,bw10,105.85
bw10-66,bw10,43.93
bw10-67,bw10,84.73
bw10-68,bw10,90.93
bw10-69,bw10,127.14
bw10-70,bw10,41.1
sv1-184,sv1,97.76
bw10-71,bw10,7.48
bw10-72,bw10,21.18
bw10-73,bw10,76.65
bw10-74,bw10,5.71
bw10-75,bw10,109.91
bw10-76,bw10,56.6
bw10-77,bw10,9.19
bw10-78,bw10,49.03
bw10-79,bw10,70.89
bw10-80,bw10,126.87
bw10-81,bw10,99.34
bw10-82,bw10,75.1
bw10-83,bw10,87.85
bw10-84,bw10,103.74
bw10-85,bw10,17.64
bw10-86,bw10,149.99
bw10-87,bw10,20.35
bw10-88,bw10,112.88
bw10-89,bw10,104.43
bw10-90,bw10,53.56
bw10-91,bw10,22.77
bw10-92,bw10,84.36
bw10-93,bw10,128.62
bw10-94,bw10,134.37
bw10-95,bw10,77.67
bw10-96,bw10,45.44
bw10-97,bw10,149.37
bw10-98,bw10,144.4
bw10-99,bw10,89.41
bw10-100,bw10,63.67
bw10-101,bw10,36.48
bw10-102,bw10,23.71
bw10-103,bw10,107.87
bw10-104,bw10,41.1
bw10-105,bw10,12.12
sv1-6,sv1,127.99
sv1-7,sv1,70.45
sv1-8,sv1,38.16
sv1-9,sv1,143.62
sv1-10,sv1,70.86
sv1-11,sv1,118.48
sv1-12,sv1,69.99
sv1-13,sv1,126.64
sv1-14,sv1,116.69
sv1-15,sv1,69.14
sv1-16,sv1,114.4
sv1-17,sv1,29.53
sv1-18,sv1,130.06
sv1-19,sv1,110.05
sv1-20,sv1,142.25
sv1-21,sv1,62.32
sv1-22,sv1,139.51
sv1-23,sv1,98.51
sv1-24,sv1,83.63
sv1-25,sv1,34.5
sv1-26,sv1,49.41
sv1-27,sv1,99.77
sv1-28,sv1,65.78
sv1-29,sv1,95.89
sv1-30,sv1,142.27
sv1-31,sv1,46.6
sv1-32,sv1,49.53
sv1-33,sv1,108.52
sv1-34,sv1,28.15
sv1-35,sv1,102.67
sv1-36,sv1,69.06
sv1-37,sv1,91.11
sv1-38,sv1,49.4
sv1-39,sv1,72.37
sv1-40,sv1,105.92
sv1-41,sv1,85.38
sv1-42,sv1,54.99
sv1-43,sv1,96.62
sv1-44,sv1,124.08
sv1-45,sv1,58.53
sv1-46,sv1,2.48
sv1-47,sv1,97.39
sv1-48,sv1,94.86
sv1-49,sv1,30.68
sv1-50,sv1,54.52
sv1-51,sv1,130.94
sv1-52,sv1,49.99
sv1-53,sv1,104.84
sv1-54,sv1,63.13
sv1-55,sv1,72.77
sv1-56,sv1,125.21
sv1-57,sv1,126.92
sv1-58,sv1,102.5
sv1-59,sv1,32.22
sv1-185,sv1,45.81
sv1-60,sv1,100.97
sv1-61,sv1,28.29
sv1-62,sv1,142.41
sv1-63,sv1,9.3
sv1-64,sv1,27.56
sv1-65,sv1,114.87
sv1-66,sv1,0.9
sv1-67,sv1,38.99
sv1-68,sv1,43.46
sv1-69,sv1,14.17
sv1-70,sv1,133.75
sv1-71,sv1,25.31
sv1-72,sv1,66.17
sv1-73,sv1,12.38
sv1-74,sv1,57.15
sv1-75,sv1,86.61
sv1-76,sv1,115.26
sv1-77,sv1,11.12
sv1-78,sv1,105.49
sv1-79,sv1,27.46
sv1-80,sv1,61.25
sv1-81,sv1,6.17
sv1-82,sv1,42.27
sv1-83,sv1,142.3
sv1-84,sv1,65.81
sv1-85,sv1,33.53
sv1-86,sv1,87.3
sv1-87,sv1,49.32
sv1-88,sv1,105.08
sv1-89,sv1,112.25
sv1-90,sv1,41.09
sv1-91,sv1,25.17
sv1-92,sv1,81.17
sv1-93,sv1,15.59
sv1-94,sv1,107.33
sv1-95,sv1,50.63
sv1-96,sv1,94.93
sv1-97,sv1,138.64
sv1-98,sv1,66.36
sv1-99,sv1,12.99
sv1-100,sv1,110.11
sv1-101,sv1,10.35
sv1-102,sv1,98.14
sv1-103,sv1,7.68
sv1-104,sv1,77.09
sv1-105,sv1,38.28
sv1-106,sv1,121.13
sv1-107,sv1,56.83
sv1-108,sv1,27.7
sv1-109,sv1,128.92
sv1-110,sv1,77.52
sv1-111,sv1,88.92
sv1-112,sv1,134.82
sv1-113,sv1,147.52
sv1-114,sv1,22.34
sv1-115,sv1,61.18
sv1-116,sv1,42.6
sv1-117,sv1,72.22
sv1-118,sv1,103.63
sv1-119,sv1,48.09
sv1-120,sv1,146.36
sv1-121,sv1,136.78
sv1-122,sv1,50.19
sv1-123,sv1,143.65
sv1-124,sv1,42.07
sv1-125,sv1,121.42
sv1-126,sv1,106.07
sv1-127,sv1,114.46
sv1-128,sv1,85.49
sv1-129,sv1,81.21
sv1-130,sv1,50.47
sv1-131,sv1,100.06
sv1-132,sv1,39.32
sv1-133,sv1,106.47
sv1-134,sv1,18.58
sv1-135,sv1,55.8
sv1-186,sv1,41.23
sv1-136,sv1,66.57
sv1-137,sv1,42.66
sv1-138,sv1,146.06
sv1-139,sv1,37.83
sv1-140,sv1,14.64
sv1-141,sv1,37.49
sv1-142,sv1,120.8
sv1-143,sv1,83.4
sv1-144,sv1,60.93
sv1-145,sv1,130.97
sv1-146,sv1,126.04
sv1-147,sv1,52.42
sv1-148,sv1,104.06
sv1-149,sv1,18.49
sv1-150,sv1,148.18
sv1-151,sv1,140.31
sv1-152,sv1,135.07
sv1-153,sv1,79.46
sv1-154,sv1,19.53
sv1-155,sv1,49.74
sv1-156,sv1,38.83
sv1-157,sv1,40.7
sv1-158,sv1,124.51
sv1-159,sv1,36.15
sv1-160,sv1,53.87
sv1-161,sv1,89.22
sv1-162,sv1,128.3
sv1-163,sv1,40.11
sv1-164,sv1,40.58
sv1-165,sv1,110.35
sv1-166,sv1,128.45
sv1-167,sv1,130.83
sv1-168,sv1,133.11
sv1-169,sv1,84.0
sv1-170,sv1,26.52
sv1-171,sv1,118.25
sv1-172,sv1,52.26
sv1-173,sv1,50.71
sv1-174,sv1,27.82
sv1-175,sv1,45.0
sv1-176,sv1,113.9
sv1-177,sv1,59.72
sv1-178,sv1,47.06
sv1-179,sv1,76.01
sv1-180,sv1,131.17
sv1-181,sv1,12.13
sv1-182,sv1,145.33
sv1-183,sv1,102.78
sv1-187,sv1,67.52
sv1-188,sv1,50.7
sv1-189,sv1,56.88
sv1-190,sv1,40.7
sv1-191,sv1,65.48
sv1-192,sv1,37.31
sv1-193,sv1,126.37
sv1-194,sv1,36.61
sv1-195,sv1,25.94
sv1-196,sv1,142.88
sv1-197,sv1,93.47
sv1-198,sv1,87.09
sv1-199,sv1,122.27
sv1-200,sv1,91.74
sv1-201,sv1,11.29
sv1-202,sv1,53.9
sv1-203,sv1,71.95
sv1-204,sv1,111.89
sv1-205,sv1,70.71
sv1-206,sv1,91.02
sv1-207,sv1,78.75
sv1-208,sv1,4.99
sv1-209,sv1,4.0
sv1-210,sv1,71.29
sv1-211,sv1,11.63
sv1-212,sv1,72.56
sv1-213,sv1,131.42
sv1-214,sv1,18.77
sv1-215,sv1,19.24
sv1-216,sv1,123.58
sv1-217,sv1,15.87
sv1-218,sv1,37.21
sv1-219,sv1,113.4
sv1-220,sv1,55.92
sv1-221,sv1,28.64
sv1-222,sv1,126.17
sv1-223,sv1,87.52
sv1-224,sv1,139.19
sv1-225,sv1,122.18
sv1-226,sv1,83.56
sv1-227,sv1,144.52
sv1-228,sv1,104.23
sv1-229,sv1,31.21
sv1-230,sv1,102.24
sv1-231,sv1,38.75
sv1-232,sv1,60.7
sv1-233,sv1,37.02
sv1-234,sv1,54.85
sv1-235,sv1,95.72
sv1-236,sv1,38.06
sv1-237,sv1,59.83
sv1-238,sv1,121.99
sv1-239,sv1,137.81
sv1-240,sv1,1.19
sv1-241,sv1,111.47
sv1-242,sv1,117.92
sv1-243,sv1,42.5
sv1-244,sv1,49.21
sv1-245,sv1,24.28
sv1-246,sv1,143.85
sv1-247,sv1,121.21
sv1-248,sv1,101.85
sv1-249,sv1,17.14
sv1-250,sv1,33.33
sv1-251,sv1,33.28
sv1-252,sv1,50.38
sv1-253,sv1,67.25
sv1-254,sv1,38.65
sv1-255,sv1,77.73
sv1-256,sv1,83.56
sv1-257,sv1,27.19
sv1-258,sv1,61.56
sv8pt5-22,sv8pt5,138.8
sv8pt5-23,sv8pt5,145.71
sv8pt5-24,sv8pt5,14.46
sv8pt5-25,sv8pt5,54.71
sv8pt5-26,sv8pt5,139.97
sv8pt5-27,sv8pt5,36.03
sv8pt5-28,sv8pt5,56.56
sv8pt5-29,sv8pt5,111.21
sv8pt5-30,sv8pt5,104.82
sv8pt5-31,sv8pt5,22.69
sv8pt5-32,sv8pt5,0.74
sv8pt5-33,sv8pt5,63.66
sv8pt5-34,sv8pt5,82.77
sv8pt5-35,sv8pt5,25.27
sv8pt5-36,sv8pt5,11.23
sv8pt5-37,sv8pt5,94.54
sv8pt5-38,sv8pt5,140.01
sv8pt5-39,sv8pt5,135.73
sv8pt5-40,sv8pt5,34.58
sv8pt5-41,sv8pt5,59.69
sv8pt5-42,sv8pt5,133.45
sv8pt5-43,sv8pt5,21.23
sv8pt5-44,sv8pt5,81.58
sv8pt5-45,sv8pt5,104.18
sv8pt5-46,sv8pt5,56.83
sv8pt5-47,sv8pt5,48.08
sv8pt5-48,sv8pt5,53.28
sv8pt5-49,sv8pt5,111.64
sv8pt5-50,sv8pt5,107.11
sv8pt5-51,sv8pt5,7.22
sv8pt5-52,sv8pt5,102.33
sv8pt5-53,sv8pt5,37.37
sv8pt5-54,sv8pt5,62.81
sv8pt5-55,sv8pt5,62.04
sv8pt5-56,sv8pt5,84.69
sv8pt5-57,sv8pt5,109.6
sv8pt5-58,sv8pt5,143.28
sv8pt5-59,sv8pt5,145.58
sv8pt5-60,sv8pt5,20.48
sv8pt5-61,sv8pt5,98.83
sv8pt5-62,sv8pt5,35.73
sv8pt5-63,sv8pt5,13.63
sv8pt5-64,sv8pt5,75.74
sv8pt5-65,sv8pt5,120.67
sv8pt5-66,sv8pt5,95.23
sv8pt5-67,sv8pt5,120.88
sv8pt5-68,sv8pt5,112.62
sv8pt5-69,sv8pt5,17.27
sv8pt5-70,sv8pt5,149.13
sv8pt5-71,sv8pt5,39.03
sv8pt5-72,sv8pt5,21.78
sv8pt5-73,sv8pt5,137.74
sv8pt5-74,sv8pt5,68.67
sv8pt5-75,sv8pt5,105.42
sv8pt5-76,sv8pt5,115.1
sv8pt5-77,sv8pt5,53.38
sv8pt5-78,sv8pt5,63.81
sv8pt5-79,sv8pt5,64.41
sv8pt5-80,sv8pt5,13.35
sv8pt5-81,sv8pt5,4.69
sv8pt5-82,sv8pt5,56.69
sv8pt5-83,sv8pt5,42.49
sv8pt5-84,sv8pt5,47.94
sv8pt5-85,sv8pt5,39.63
sv8pt5-86,sv8pt5,134.37
sv8pt5-87,sv8pt5,119.93
sv8pt5-88,sv8pt5,93.66
sv8pt5-89,sv8pt5,59.92
sv8pt5-90,sv8pt5,106.81
sv8pt5-91,sv8pt5,67.98
sv8pt5-92,sv8pt5,102.22
sv8pt5-93,sv8pt5,31.85
sv8pt5-94,sv8pt5,100.16
sv8pt5-95,sv8pt5,138.09
sv8pt5-96,sv8pt5,92.19
sv8pt5-97,sv8pt5,25.74
sv8pt5-98,sv8pt5,32.35
sv8pt5-99,sv8pt5,80.69
sv8pt5-100,sv8pt5,86.64
sv8pt5-101,sv8pt5,137.59
sv8pt5-102,sv8pt5,149.31
sv8pt5-103,sv8pt5,90.18
sv8pt5-104,sv8pt5,89.3
sv8pt5-105,sv8pt5,106.26
sv8pt5-106,sv8pt5,20.48
sv8pt5-107,sv8pt5,22.98
sv8pt5-108,sv8pt5,14.14
sv8pt5-109,sv8pt5,77.08
sv8pt5-110,sv8pt5,8.5
sv8pt5-111,sv8pt5,45.35
sv8pt5-112,sv8pt5,68.31
sv8pt5-113,sv8pt5,65.22
sv8pt5-114,sv8pt5,67.43
sv8pt5-115,sv8pt5,47.94
sv8pt5-116,sv8pt5,61.41
sv8pt5-117,sv8pt5,43.69
sv8pt5-118,sv8pt5,113.44
sv8pt5-119,sv8pt5,13.97
sv8pt5-120,sv8pt5,29.64
sv8pt5-121,sv8pt5,97.61
sv8pt5-122,sv8pt5,72.03
sv8pt5-123,sv8pt5,107.9
sv8pt5-124,sv8pt5,34.24
sv8pt5-125,sv8pt5,59.75
sv8pt5-126,sv8pt5,69.36
sv8pt5-127,sv8pt5,51.27
sv8pt5-128,sv8pt5,130.19
sv8pt5-129,sv8pt5,113.46
sv8pt5-130,sv8pt5,102.67
sv8pt5-131,sv8pt5,16.11
sv8pt5-132,sv8pt5,100.23
sv8pt5-133,sv8pt5,47.54
sv8pt5-134,sv8pt5,131.09
sv8pt5-135,sv8pt5,77.42
sv8pt5-136,sv8pt5,126.25
sv8pt5-137,sv8pt5,87.15
sv8pt5-138,sv8pt5,94.75
sv8pt5-139,sv8pt5,102.2
sv8pt5-140,sv8pt5,46.61
sv8pt5-141,sv8pt5,141.58
sv8pt5-142,sv8pt5,58.07
sv8pt5-143,sv8pt5,23.45
sv8pt5-144,sv8pt5,51.45
sv8pt5-145,sv8pt5,138.76
sv8pt5-146,sv8pt5,60.31
sv8pt5-147,sv8pt5,79.53
sv8pt5-148,sv8pt5,129.93
sv8pt5-149,sv8pt5,64.84
sv8pt5-150,sv8pt5,52.12
sv8pt5-151,sv8pt5,29.15
sv8pt5-152,sv8pt5,25.13
sv8pt5-153,sv8pt5,124.09
sv8pt5-154,sv8pt5,76.79
me1-62,me1,52.6
sv8pt5-155,sv8pt5,21.87
sv8pt5-156,sv8pt5,72.08
sv8pt5-157,sv8pt5,96.81
sv8pt5-158,sv8pt5,121.5
sv8pt5-159,sv8pt5,40.56
sv8pt5-160,sv8pt5,46.1
sv8pt5-161,sv8pt5,107.6
sv8pt5-162,sv8pt5,9.57
sv8pt5-163,sv8pt5,54.38
sv8pt5-164,sv8pt5,90.84
sv8pt5-165,sv8pt5,122.76
sv8pt5-166,sv8pt5,26.3
sv8pt5-167,sv8pt5,115.84
sv8pt5-168,sv8pt5,133.26
sv8pt5-169,sv8pt5,44.84
sv8pt5-170,sv8pt5,107.76
sv8pt5-171,sv8pt5,106.95
sv8pt5-172,sv8pt5,10.48
sv8pt5-173,sv8pt5,141.82
sv8pt5-174,sv8pt5,137.31
sv8pt5-175,sv8pt5,109.52
sv8pt5-176,sv8pt5,130.95
sv8pt5-177,sv8pt5,18.62
sv8pt5-178,sv8pt5,46.71
sv8pt5-179,sv8pt5,16.57
sv8pt5-180,sv8pt5,82.17
me1-9,me1,89.4
me1-10,me1,99.8
me1-11,me1,39.41
me1-12,me1,21.13
me1-13,me1,23.14
me1-14,me1,38.41
me1-15,me1,119.36
me1-16,me1,47.68
me1-17,me1,107.88
me1-18,me1,52.23
me1-19,me1,35.0
me1-20,me1,90.77
me1-21,me1,130.19
me1-22,me1,55.93
me1-23,me1,66.0
me1-24,me1,78.89
me1-25,me1,32.08
me1-26,me1,53.97
me1-27,me1,40.62
me1-28,me1,13.42
me1-29,me1,135.63
me1-30,me1,1.13
me1-31,me1,105.81
me1-32,me1,88.58
me1-33,me1,111.47
me1-34,me1,6.7
me1-35,me1,6.08
me1-36,me1,52.34
me1-37,me1,126.16
me1-38,me1,49.68
me1-39,me1,32.02
me1-40,me1,28.4
me1-41,me1,97.57
me1-42,me1,119.58
me1-43,me1,130.54
me1-44,me1,119.1
me1-45,me1,76.46
me1-46,me1,33.71
me1-47,me1,78.39
me1-48,me1,114.29
me1-49,me1,8.24
me1-50,me1,128.79
me1-51,me1,92.91
me1-52,me1,127.47
me1-53,me1,2.0
me1-54,me1,90.11
me1-55,me1,90.62
me1-56,me1,146.95
me1-57,me1,20.51
me1-58,me1,95.84
me1-59,me1,120.65
me1-60,me1,30.95
me1-61,me1,97.26
me1-63,me1,43.28
me1-64,me1,144.53
me1-65,me1,79.68
me1-66,me1,61.7
me1-67,me1,135.39
me1-68,me1,25.59
me1-69,me1,17.0
me1-70,me1,142.71
me1-71,me1,105.67
me1-72,me1,1.33
me1-73,me1,52.6
me1-74,me1,98.17
me1-75,me1,47.54
me1-76,me1,62.43
me1-77,me1,139.38
me1-78,me1,110.51
me1-79,me1,83.71
me1-80,me1,72.91
me1-81,me1,149.92
me1-82,me1,26.31
me1-83,me1,75.94
me1-84,me1,112.74
me1-85,me1,95.36
me1-86,me1,58.81
me1-87,me1,145.62
me1-88,me1,123.27
me1-89,me1,76.28
me1-90,me1,52.61
me1-91,me1,129.42
me1-92,me1,26.71
me1-93,me1,144.28
me1-94,me1,139.34
me1-95,me1,117.55
me1-96,me1,91.82
me1-97,me1,146.93
me1-98,me1,136.36
me1-99,me1,25.28
me1-100,me1,75.98
me1-101,me1,86.51
me1-102,me1,47.62
me1-103,me1,114.48
me1-104,me1,15.13
me1-105,me1,125.73
me1-106,me1,8.16
me1-107,me1,61.06
me1-108,me1,87.16
me1-109,me1,123.3
me1-110,me1,42.08
me1-111,me1,100.07
me1-112,me1,55.01
me1-113,me1,72.21
me1-114,me1,9.86
me1-115,me1,143.4
me1-116,me1,25.35
me1-117,me1,15.99
me1-118,me1,130.8
me1-119,me1,70.29
me1-120,me1,59.49
me1-121,me1,21.97
me1-122,me1,137.67
me1-123,me1,20.44
me1-124,me1,140.1
me1-125,me1,128.05
me1-126,me1,145.45
me1-127,me1,89.78
me1-128,me1,17.21
me1-129,me1,54.25
me1-130,me1,51.02
me1-131,me1,0.63
me1-132,me1,109.36
me1-133,me1,1.62
me1-134,me1,41.89
me1-135,me1,24.05
me1-136,me1,131.23
me1-137,me1,102.38
me1-138,me1,45.43
me1-139,me1,56.62
me1-140,me1,27.8
me1-141,me1,92.27
me1-142,me1,60.94
me1-143,me1,113.45
me1-144,me1,4.46
me1-145,me1,134.96
me1-146,me1,79.5
me1-147,me1,30.36
me1-148,me1,21.67
me1-149,me1,99.9
me1-150,me1,77.09
me1-151,me1,43.23
me1-152,me1,32.25
me1-153,me1,137.83
me1-154,me1,139.53
me1-155,me1,131.48
me1-156,me1,73.04
me1-157,me1,149.97
me1-158,me1,46.43
me1-159,me1,29.3
me1-160,me1,55.34
me1-161,me1,73.48
me1-162,me1,73.04
me1-163,me1,58.08
me1-164,me1,76.37
me1-165,me1,15.51
me1-166,me1,31.69
me1-167,me1,0.58
me1-168,me1,74.4
me1-169,me1,17.17
me1-170,me1,15.0
me1-171,me1,50.06
me1-172,me1,28.94
me1-173,me1,90.42
me1-174,me1,148.33
me1-175,me1,1.24
me1-176,me1,120.74
me1-177,me1,16.62
me1-178,me1,70.99
me1-179,me1,71.23
me1-180,me1,73.73
me1-181,me1,105.05
me1-182,me1,143.68
